Rank,Guess,NumPatterns,P_solve2
2051,85-63=22,1290,0.07278677
2052,12+39=51,1290,0.07278677
2053,3*9-21=6,1290,0.07278677
2054,534/89=6,1290,0.07278677
2055,6*9+3=57,1290,0.07278677
2056,78-62=16,1290,0.07278677
2057,623/89=7,1290,0.07278677
2058,38-17=21,1290,0.07278677
2059,8*3-5=19,1289,0.07273035
2060,3*58=174,1289,0.07273035
2061,9*5-43=2,1289,0.07273035
2062,74-25=49,1289,0.07273035
2063,18+23=41,1289,0.07273035
2064,4*8+5=37,1289,0.07273035
2065,36-15=21,1289,0.07273035
2066,32+26=58,1289,0.07273035
2067,41+39=80,1289,0.07273035
2068,69-18=51,1289,0.07273035
2069,72-38=34,1289,0.07273035
2070,66-45=21,1289,0.07273035
2071,34+28=62,1289,0.07273035
2072,73-42=31,1289,0.07273035
2073,65-36=29,1289,0.07273035
2074,4*9/12=3,1289,0.07273035
2075,81-34=47,1289,0.07273035
2076,84-53=31,1288,0.07267393
2077,4+3*7=25,1288,0.07267393
2078,4*9+1=37,1288,0.07267393
2079,93-22=71,1288,0.07267393
2080,75-19=56,1288,0.07267393
2081,4*9/2=18,1288,0.07267393
2082,69-31=38,1288,0.07267393
2083,42+11=53,1288,0.07267393
2084,49-15=34,1288,0.07267393
2085,95-33=62,1288,0.07267393
2086,78-33=45,1288,0.07267393
2087,9+3*5=24,1288,0.07267393
2088,39-26=13,1288,0.07267393
2089,9*4/2=18,1288,0.07267393
2090,8*9+2=74,1288,0.07267393
2091,58+11=69,1288,0.07267393
2092,483/69=7,1288,0.07267393
2093,5*82=410,1288,0.07267393
2094,4*5-13=7,1288,0.07267393
2095,22+14=36,1288,0.07267393
2096,81-44=37,1288,0.07267393
2097,83-42=41,1288,0.07267393
2098,9*3/1=27,1288,0.07267393
2099,78-12=66,1288,0.07267393
2100,22+47=69,1288,0.07267393
2101,75-27=48,1287,0.07261750
2102,48-25=23,1287,0.07261750
2103,8+7*3=29,1287,0.07261750
2104,6*9/18=3,1287,0.07261750
2105,39-17=22,1287,0.07261750
2106,3+6*8=51,1287,0.07261750
2107,4*9/18=2,1287,0.07261750
2108,34+22=56,1287,0.07261750
2109,86-51=35,1287,0.07261750
2110,4*6+7=31,1287,0.07261750
2111,7*9-62=1,1287,0.07261750
2112,89-36=53,1287,0.07261750
2113,48-27=21,1287,0.07261750
2114,7+8*4=39,1287,0.07261750
2115,74-45=29,1287,0.07261750
2116,75-44=31,1287,0.07261750
2117,8*9/6=12,1287,0.07261750
2118,2*9-13=5,1287,0.07261750
2119,17+21=38,1287,0.07261750
2120,77-54=23,1287,0.07261750
2121,77-29=48,1287,0.07261750
2122,81-26=55,1287,0.07261750
2123,87-41=46,1287,0.07261750
2124,69-43=26,1287,0.07261750
2125,81-37=44,1287,0.07261750
2126,82-43=39,1286,0.07256108
2127,3*18/9=6,1286,0.07256108
2128,5*9+1=46,1286,0.07256108
2129,1+42/6=8,1286,0.07256108
2130,91-43=48,1286,0.07256108
2131,25+11=36,1286,0.07256108
2132,92-64=28,1286,0.07256108
2133,93-37=56,1286,0.07256108
2134,85-34=51,1286,0.07256108
2135,87-33=54,1286,0.07256108
2136,76-28=48,1286,0.07256108
2137,83-72=11,1286,0.07256108
2138,77-31=46,1286,0.07256108
2139,7*9+2=65,1286,0.07256108
2140,34+56=90,1286,0.07256108
2141,4*39=156,1286,0.07256108
2142,52*8=416,1286,0.07256108
2143,37-12=25,1286,0.07256108
2144,38+24=62,1286,0.07256108
2145,86-15=71,1286,0.07256108
2146,94-11=83,1286,0.07256108
2147,79-36=43,1286,0.07256108
2148,58-15=43,1286,0.07256108
2149,6*7/3=14,1286,0.07256108
2150,7+9-12=4,1286,0.07256108
2151,82-53=29,1286,0.07256108
2152,4*7-23=5,1285,0.07250465
2153,6*2+3=15,1285,0.07250465
2154,60-28=32,1285,0.07250465
2155,13+67=80,1285,0.07250465
2156,9+7-4=12,1285,0.07250465
2157,39-12=27,1285,0.07250465
2158,48+14=62,1285,0.07250465
2159,8*6-41=7,1285,0.07250465
2160,34-19=15,1285,0.07250465
2161,91-35=56,1285,0.07250465
2162,104-6=98,1285,0.07250465
2163,6*4+7=31,1285,0.07250465
2164,6*4+5=29,1285,0.07250465
2165,5+4*6=29,1285,0.07250465
2166,9*4/18=2,1285,0.07250465
2167,40-11=29,1285,0.07250465
2168,18+43=61,1285,0.07250465
2169,9*8-5=67,1285,0.07250465
2170,9+8-3=14,1285,0.07250465
2171,79-62=17,1284,0.07244823
2172,7*9/3=21,1284,0.07244823
2173,3*12/9=4,1284,0.07244823
2174,7*6/42=1,1284,0.07244823
2175,92-36=56,1284,0.07244823
2176,74-55=19,1284,0.07244823
2177,5*6-23=7,1284,0.07244823
2178,5*8-31=9,1284,0.07244823
2179,5*9+2=47,1284,0.07244823
2180,94-63=31,1284,0.07244823
2181,32-15=17,1284,0.07244823
2182,7*9-61=2,1284,0.07244823
2183,63-25=38,1284,0.07244823
2184,7*8/1=56,1284,0.07244823
2185,128/2=64,1284,0.07244823
2186,60-32=28,1284,0.07244823
2187,1*54/9=6,1284,0.07244823
2188,78-57=21,1284,0.07244823
2189,83-36=47,1284,0.07244823
2190,6*9-53=1,1284,0.07244823
2191,4*6-23=1,1283,0.07239181
2192,7*3-19=2,1283,0.07239181
2193,756/84=9,1283,0.07239181
2194,12+41=53,1283,0.07239181
2195,77-28=49,1283,0.07239181
2196,1+4*9=37,1283,0.07239181
2197,1+6*4=25,1283,0.07239181
2198,6+9-2=13,1283,0.07239181
2199,86-45=41,1283,0.07239181
2200,9+6-3=12,1283,0.07239181
2201,83-62=21,1283,0.07239181
2202,8+7*4=36,1283,0.07239181
2203,40-12=28,1283,0.07239181
2204,76-51=25,1283,0.07239181
2205,63-28=35,1283,0.07239181
2206,92-68=24,1283,0.07239181
2207,7*4+1=29,1283,0.07239181
2208,18+41=59,1283,0.07239181
2209,22+36=58,1283,0.07239181
2210,79-33=46,1283,0.07239181
2211,2+9*5=47,1282,0.07233538
2212,37+22=59,1282,0.07233538
2213,26+11=37,1282,0.07233538
2214,16+28=44,1282,0.07233538
2215,13+48=61,1282,0.07233538
2216,85-74=11,1282,0.07233538
2217,73-47=26,1282,0.07233538
2218,96-44=52,1282,0.07233538
2219,1*27/9=3,1282,0.07233538
2220,53+11=64,1282,0.07233538
2221,93-61=32,1282,0.07233538
2222,8*4/32=1,1282,0.07233538
2223,91-53=38,1282,0.07233538
2224,13+28=41,1282,0.07233538
2225,68-56=12,1282,0.07233538
2226,81-47=34,1281,0.07227896
2227,84-49=35,1281,0.07227896
2228,9*8/1=72,1281,0.07227896
2229,51+17=68,1281,0.07227896
2230,8+2*3=14,1281,0.07227896
2231,5*4-13=7,1281,0.07227896
2232,60-41=19,1281,0.07227896
2233,86-35=51,1281,0.07227896
2234,102-98=4,1281,0.07227896
2235,7*89=623,1281,0.07227896
2236,82-59=23,1281,0.07227896
2237,102-4=98,1281,0.07227896
2238,24*3/8=9,1281,0.07227896
2239,96-11=85,1281,0.07227896
2240,94-26=68,1281,0.07227896
2241,62+11=73,1281,0.07227896
2242,65-46=19,1281,0.07227896
2243,8*6+4=52,1281,0.07227896
2244,4+8*6=52,1281,0.07227896
2245,5*6-21=9,1281,0.07227896
2246,7+3*6=25,1280,0.07222254
2247,7+4*2=15,1280,0.07222254
2248,9*6+3=57,1280,0.07222254
2249,83-37=46,1280,0.07222254
2250,6*9/1=54,1280,0.07222254
2251,6*35=210,1280,0.07222254
2252,27+53=80,1280,0.07222254
2253,6*5-23=7,1280,0.07222254
2254,95-32=63,1280,0.07222254
2255,6*2+7=19,1280,0.07222254
2256,11+28=39,1280,0.07222254
2257,11+24=35,1280,0.07222254
2258,37-14=23,1280,0.07222254
2259,28+18=46,1280,0.07222254
2260,86-75=11,1280,0.07222254
2261,50-26=24,1280,0.07222254
2262,2*9-15=3,1280,0.07222254
2263,42+25=67,1280,0.07222254
2264,77-13=64,1280,0.07222254
2265,28+16=44,1280,0.07222254
2266,91-52=39,1280,0.07222254
2267,4*2+7=15,1280,0.07222254
2268,1*56/7=8,1280,0.07222254
2269,50-24=26,1279,0.07216611
2270,87-61=26,1279,0.07216611
2271,96-39=57,1279,0.07216611
2272,75-59=16,1279,0.07216611
2273,39-23=16,1279,0.07216611
2274,75-43=32,1279,0.07216611
2275,14+48=62,1279,0.07216611
2276,413/59=7,1279,0.07216611
2277,12/6*4=8,1279,0.07216611
2278,11+26=37,1279,0.07216611
2279,34+24=58,1279,0.07216611
2280,7*6/14=3,1279,0.07216611
2281,7+6*4=31,1279,0.07216611
2282,16+22=38,1279,0.07216611
2283,31+17=48,1279,0.07216611
2284,3+6*9=57,1278,0.07210969
2285,86-13=73,1278,0.07210969
2286,77-14=63,1278,0.07210969
2287,18+28=46,1278,0.07210969
2288,41+18=59,1278,0.07210969
2289,1*72/8=9,1278,0.07210969
2290,8*6+3=51,1278,0.07210969
2291,79*4=316,1278,0.07210969
2292,15+33=48,1278,0.07210969
2293,96-43=53,1278,0.07210969
2294,7*5-29=6,1278,0.07210969
2295,7+6*2=19,1278,0.07210969
2296,78-52=26,1278,0.07210969
2297,56+22=78,1278,0.07210969
2298,68-55=13,1278,0.07210969
2299,3*7-16=5,1278,0.07210969
2300,17+63=80,1278,0.07210969
2301,75-28=47,1278,0.07210969
2302,9*6/18=3,1277,0.07205326
2303,81-25=56,1277,0.07205326
2304,9+7-12=4,1277,0.07205326
2305,67-46=21,1277,0.07205326
2306,31+15=46,1277,0.07205326
2307,70-42=28,1277,0.07205326
2308,2*6+3=15,1277,0.07205326
2309,77-51=26,1277,0.07205326
2310,85-54=31,1277,0.07205326
2311,28+34=62,1277,0.07205326
2312,97-31=66,1277,0.07205326
2313,3*7+8=29,1277,0.07205326
2314,5*7-29=6,1277,0.07205326
2315,26+23=49,1277,0.07205326
2316,83-17=66,1277,0.07205326
2317,7+8-3=12,1277,0.07205326
2318,7*4-25=3,1277,0.07205326
2319,97-61=36,1277,0.07205326
2320,27+63=90,1277,0.07205326
2321,17+51=68,1277,0.07205326
2322,79-68=11,1277,0.07205326
2323,48-19=29,1277,0.07205326
2324,7*3+8=29,1277,0.07205326
2325,9*6+4=58,1276,0.07199684
2326,4*2+9=17,1276,0.07199684
2327,47-26=21,1276,0.07199684
2328,69-16=53,1276,0.07199684
2329,57-29=28,1276,0.07199684
2330,78-56=22,1276,0.07199684
2331,12+49=61,1276,0.07199684
2332,9*2-15=3,1276,0.07199684
2333,76-57=19,1276,0.07199684
2334,98-62=36,1276,0.07199684
2335,23+67=90,1276,0.07199684
2336,94-28=66,1276,0.07199684
2337,77-32=45,1276,0.07199684
2338,60-24=36,1276,0.07199684
2339,5+3*7=26,1276,0.07199684
2340,79-17=62,1276,0.07199684
2341,16*2/8=4,1276,0.07199684
2342,8*6+1=49,1276,0.07199684
2343,79-18=61,1276,0.07199684
2344,9*6-53=1,1276,0.07199684
2345,11+25=36,1276,0.07199684
2346,4*6-21=3,1276,0.07199684
2347,7+4*6=31,1275,0.07194042
2348,11+48=59,1275,0.07194042
2349,24+14=38,1275,0.07194042
2350,11+27=38,1275,0.07194042
2351,3*5+4=19,1275,0.07194042
2352,50-33=17,1275,0.07194042
2353,88-36=52,1275,0.07194042
2354,7*6+1=43,1275,0.07194042
2355,8+9-3=14,1275,0.07194042
2356,71-35=36,1275,0.07194042
2357,77-19=58,1275,0.07194042
2358,69-46=23,1275,0.07194042
2359,76-47=29,1275,0.07194042
2360,8+3*2=14,1275,0.07194042
2361,9+4*3=21,1275,0.07194042
2362,72-16=56,1275,0.07194042
2363,76-58=18,1275,0.07194042
2364,35+27=62,1275,0.07194042
2365,42+19=61,1275,0.07194042
2366,91-55=36,1275,0.07194042
2367,88-32=56,1275,0.07194042
2368,8*79=632,1275,0.07194042
2369,33+24=57,1275,0.07194042
2370,46-25=21,1275,0.07194042
2371,86-21=65,1275,0.07194042
2372,7*9+1=64,1275,0.07194042
2373,12+26=38,1274,0.07188399
2374,57-28=29,1274,0.07188399
2375,88-61=27,1274,0.07188399
2376,36+19=55,1274,0.07188399
2377,88-27=61,1274,0.07188399
2378,73-57=16,1274,0.07188399
2379,77-49=28,1274,0.07188399
2380,33+26=59,1274,0.07188399
2381,84-28=56,1274,0.07188399
2382,104-8=96,1274,0.07188399
2383,36-4*7=8,1274,0.07188399
2384,3+6*2=15,1274,0.07188399
2385,9*7/1=63,1274,0.07188399
2386,70-26=44,1274,0.07188399
2387,9*2-13=5,1274,0.07188399
2388,7*3-16=5,1273,0.07182757
2389,35+13=48,1273,0.07182757
2390,9+6-2=13,1273,0.07182757
2391,98-35=63,1273,0.07182757
2392,26+18=44,1273,0.07182757
2393,51+12=63,1273,0.07182757
2394,9*4+1=37,1273,0.07182757
2395,5+4*3=17,1273,0.07182757
2396,70-11=59,1273,0.07182757
2397,43+22=65,1273,0.07182757
2398,8*9+4=76,1273,0.07182757
2399,42+23=65,1273,0.07182757
2400,3*21/7=9,1273,0.07182757
2401,26+32=58,1273,0.07182757
2402,91-39=52,1273,0.07182757
2403,96-32=64,1273,0.07182757
2404,3*4+5=17,1272,0.07177114
2405,78-66=12,1272,0.07177114
2406,79-24=55,1272,0.07177114
2407,75-39=36,1272,0.07177114
2408,93-24=69,1272,0.07177114
2409,2*6+7=19,1272,0.07177114
2410,78-35=43,1272,0.07177114
2411,77-46=31,1272,0.07177114
2412,84-39=45,1272,0.07177114
2413,6*4-21=3,1272,0.07177114
2414,3*2+9=15,1272,0.07177114
2415,83-15=68,1272,0.07177114
2416,81-56=25,1272,0.07177114
2417,74+11=85,1271,0.07171472
2418,8*9/1=72,1271,0.07171472
2419,79-67=12,1271,0.07171472
2420,68-19=49,1271,0.07171472
2421,33+16=49,1271,0.07171472
2422,22+34=56,1271,0.07171472
2423,78-29=49,1271,0.07171472
2424,6*7+1=43,1271,0.07171472
2425,94-66=28,1271,0.07171472
2426,11+46=57,1271,0.07171472
2427,3+9*5=48,1271,0.07171472
2428,52+12=64,1271,0.07171472
2429,96-23=73,1271,0.07171472
2430,89-61=28,1271,0.07171472
2431,246/3=82,1271,0.07171472
2432,24+38=62,1271,0.07171472
2433,96-37=59,1271,0.07171472
2434,59-25=34,1271,0.07171472
2435,44+21=65,1271,0.07171472
2436,8*3+5=29,1271,0.07171472
2437,92-35=57,1271,0.07171472
2438,96-51=45,1271,0.07171472
2439,1+4*6=25,1271,0.07171472
2440,70-46=24,1271,0.07171472
2441,79-54=25,1270,0.07165830
2442,87-32=55,1270,0.07165830
2443,50-37=13,1270,0.07165830
2444,84-29=55,1270,0.07165830
2445,67-32=35,1270,0.07165830
2446,3+9*6=57,1270,0.07165830
2447,40-18=22,1270,0.07165830
2448,83-67=16,1270,0.07165830
2449,28+11=39,1270,0.07165830
2450,91-16=75,1270,0.07165830
2451,89-21=68,1270,0.07165830
2452,59-35=24,1270,0.07165830
2453,76-48=28,1270,0.07165830
2454,78-16=62,1270,0.07165830
2455,83-65=18,1270,0.07165830
2456,6+5*3=21,1270,0.07165830
2457,3*7-15=6,1270,0.07165830
2458,2+5*9=47,1270,0.07165830
2459,87-46=41,1270,0.07165830
2460,5*6-27=3,1270,0.07165830
2461,126/3=42,1270,0.07165830
2462,72+11=83,1270,0.07165830
2463,6*5-21=9,1270,0.07165830
2464,81-52=29,1270,0.07165830
2465,9*8+4=76,1270,0.07165830
2466,19+32=51,1269,0.07160187
2467,69-58=11,1269,0.07160187
2468,2*7+4=18,1269,0.07160187
2469,78-54=24,1269,0.07160187
2470,5+8*4=37,1269,0.07160187
2471,98-32=66,1269,0.07160187
2472,25+23=48,1269,0.07160187
2473,12*6/9=8,1269,0.07160187
2474,3*89=267,1269,0.07160187
2475,4+5*7=39,1269,0.07160187
2476,14-2*3=8,1269,0.07160187
2477,18+44=62,1269,0.07160187
2478,79-37=42,1269,0.07160187
2479,68-49=19,1269,0.07160187
2480,32+19=51,1269,0.07160187
2481,9+8-4=13,1269,0.07160187
2482,16+39=55,1269,0.07160187
2483,95-73=22,1268,0.07154545
2484,34+23=57,1268,0.07154545
2485,9*4/36=1,1268,0.07154545
2486,27+32=59,1268,0.07154545
2487,75-47=28,1268,0.07154545
2488,57-14=43,1268,0.07154545
2489,84-56=28,1268,0.07154545
2490,41+22=63,1268,0.07154545
2491,77-18=59,1268,0.07154545
2492,9*5+3=48,1268,0.07154545
2493,26+21=47,1268,0.07154545
2494,3*2+8=14,1268,0.07154545
2495,86-67=19,1268,0.07154545
2496,69-56=13,1268,0.07154545
2497,7*6+3=45,1268,0.07154545
2498,75-34=41,1268,0.07154545
2499,3+8*7=59,1268,0.07154545
2500,36*2/9=8,1268,0.07154545
2501,4*9-35=1,1268,0.07154545
2502,14+37=51,1268,0.07154545
2503,79-47=32,1268,0.07154545
2504,93-27=66,1267,0.07148903
2505,9*3+1=28,1267,0.07148903
2506,11+52=63,1267,0.07148903
2507,85-17=68,1267,0.07148903
2508,98-64=34,1267,0.07148903
2509,5*9-37=8,1267,0.07148903
2510,79-45=34,1267,0.07148903
2511,92-57=35,1267,0.07148903
2512,7*3-15=6,1267,0.07148903
2513,3*9-26=1,1267,0.07148903
2514,38-15=23,1267,0.07148903
2515,93-71=22,1267,0.07148903
2516,53+18=71,1267,0.07148903
2517,6*7/14=3,1267,0.07148903
2518,22+16=38,1267,0.07148903
2519,4+9*6=58,1267,0.07148903
2520,4*5-17=3,1266,0.07143260
2521,9*7-62=1,1266,0.07143260
2522,52+24=76,1266,0.07143260
2523,75-36=39,1266,0.07143260
2524,96-74=22,1266,0.07143260
2525,15+27=42,1266,0.07143260
2526,102-8=94,1266,0.07143260
2527,93-66=27,1266,0.07143260
2528,93-29=64,1266,0.07143260
2529,74-36=38,1266,0.07143260
2530,81-59=22,1266,0.07143260
2531,60-38=22,1266,0.07143260
2532,2*18/9=4,1266,0.07143260
2533,43+21=64,1266,0.07143260
2534,36+23=59,1266,0.07143260
2535,8*6-47=1,1266,0.07143260
2536,68-15=53,1266,0.07143260
2537,44+23=67,1266,0.07143260
2538,79-44=35,1266,0.07143260
2539,24+32=56,1266,0.07143260
2540,96-31=65,1266,0.07143260
2541,23+26=49,1266,0.07143260
2542,9*6-51=3,1266,0.07143260
2543,14+39=53,1266,0.07143260
2544,85-62=23,1266,0.07143260
2545,77-42=35,1266,0.07143260
2546,4*7-25=3,1266,0.07143260
2547,5+3*8=29,1265,0.07137618
2548,1*72/9=8,1265,0.07137618
2549,3*7-19=2,1265,0.07137618
2550,32+14=46,1265,0.07137618
2551,96-72=24,1265,0.07137618
2552,83-66=17,1265,0.07137618
2553,4+6*9=58,1265,0.07137618
2554,46+28=74,1265,0.07137618
2555,73+11=84,1265,0.07137618
2556,34-15=19,1265,0.07137618
2557,43+29=72,1265,0.07137618
2558,6*97=582,1265,0.07137618
2559,2*79=158,1265,0.07137618
2560,16/4*2=8,1265,0.07137618
2561,5+6*2=17,1265,0.07137618
2562,41+23=64,1265,0.07137618
2563,37+18=55,1265,0.07137618
2564,128/4=32,1265,0.07137618
2565,77-12=65,1265,0.07137618
2566,15+26=41,1265,0.07137618
2567,50-39=11,1265,0.07137618
2568,98-66=32,1265,0.07137618
2569,78-43=35,1265,0.07137618
2570,4*8-2=30,1265,0.07137618
2571,5*64=320,1265,0.07137618
2572,3+6*7=45,1265,0.07137618
2573,7+4*8=39,1265,0.07137618
2574,83-18=65,1264,0.07131975
2575,6+9-12=3,1264,0.07131975
2576,25+37=62,1264,0.07131975
2577,70-48=22,1264,0.07131975
2578,8+7-2=13,1264,0.07131975
2579,32+29=61,1264,0.07131975
2580,8*3+1=25,1264,0.07131975
2581,42+21=63,1264,0.07131975
2582,16+18=34,1264,0.07131975
2583,13+61=74,1264,0.07131975
2584,4+8*9=76,1264,0.07131975
2585,69-14=55,1264,0.07131975
2586,5*7+4=39,1264,0.07131975
2587,83-16=67,1264,0.07131975
2588,71-36=35,1264,0.07131975
2589,18+17=35,1264,0.07131975
2590,74-38=36,1264,0.07131975
2591,64+11=75,1264,0.07131975
2592,4*9/36=1,1264,0.07131975
2593,3*5+2=17,1264,0.07131975
2594,93-11=82,1264,0.07131975
2595,1+9*3=28,1264,0.07131975
2596,96-41=55,1264,0.07131975
2597,79-63=16,1263,0.07126333
2598,86-55=31,1263,0.07126333
2599,94-27=67,1263,0.07126333
2600,78-25=53,1263,0.07126333
2601,18+51=69,1263,0.07126333
2602,58-39=19,1263,0.07126333
2603,9*7/3=21,1263,0.07126333
2604,93-26=67,1263,0.07126333
2605,93-81=12,1263,0.07126333
2606,1*56/8=7,1263,0.07126333
2607,36+13=49,1263,0.07126333
2608,76-25=51,1263,0.07126333
2609,9*5+1=46,1263,0.07126333
2610,88-23=65,1263,0.07126333
2611,3+8*2=19,1263,0.07126333
2612,94-81=13,1263,0.07126333
2613,77-59=18,1263,0.07126333
2614,6*7/42=1,1262,0.07120691
2615,8*9+3=75,1262,0.07120691
2616,38+18=56,1262,0.07120691
2617,92-55=37,1262,0.07120691
2618,67-12=55,1262,0.07120691
2619,8*4+5=37,1262,0.07120691
2620,3+5*9=48,1262,0.07120691
2621,78-49=29,1262,0.07120691
2622,69-54=15,1262,0.07120691
2623,94-68=26,1262,0.07120691
2624,94-51=43,1262,0.07120691
2625,77-36=41,1262,0.07120691
2626,7+3*4=19,1262,0.07120691
2627,28+21=49,1262,0.07120691
2628,7+2*6=19,1262,0.07120691
2629,60-36=24,1262,0.07120691
2630,67-52=15,1262,0.07120691
2631,44+25=69,1262,0.07120691
2632,18-4*3=6,1262,0.07120691
2633,8*7/1=56,1262,0.07120691
2634,48+26=74,1262,0.07120691
2635,41+16=57,1262,0.07120691
2636,42+14=56,1262,0.07120691
2637,3*8/24=1,1262,0.07120691
2638,5+4*2=13,1262,0.07120691
2639,44+12=56,1261,0.07115048
2640,19+33=52,1261,0.07115048
2641,8+9-4=13,1261,0.07115048
2642,8*3-15=9,1261,0.07115048
2643,24*7=168,1261,0.07115048
2644,77-64=13,1261,0.07115048
2645,9*7+2=65,1261,0.07115048
2646,77-63=14,1261,0.07115048
2647,77-58=19,1261,0.07115048
2648,37-15=22,1261,0.07115048
2649,13+58=71,1261,0.07115048
2650,18+16=34,1261,0.07115048
2651,67*2=134,1261,0.07115048
2652,69-32=37,1261,0.07115048
2653,95-11=84,1261,0.07115048
2654,79-13=66,1261,0.07115048
2655,91-76=15,1261,0.07115048
2656,44+29=73,1261,0.07115048
2657,60-26=34,1260,0.07109406
2658,6*7+3=45,1260,0.07109406
2659,6*5-27=3,1260,0.07109406
2660,21+27=48,1260,0.07109406
2661,91-15=76,1260,0.07109406
2662,80-44=36,1260,0.07109406
2663,43*6=258,1260,0.07109406
2664,15+22=37,1260,0.07109406
2665,4*6-19=5,1260,0.07109406
2666,103-95=8,1260,0.07109406
2667,25+17=42,1260,0.07109406
2668,11+42=53,1260,0.07109406
2669,9*8+3=75,1260,0.07109406
2670,4*3+7=19,1260,0.07109406
2671,9+6-12=3,1260,0.07109406
2672,70-51=19,1260,0.07109406
2673,5*3+4=19,1260,0.07109406
2674,3*4+9=21,1260,0.07109406
2675,89-23=66,1260,0.07109406
2676,54+14=68,1260,0.07109406
2677,27+21=48,1260,0.07109406
2678,27+29=56,1260,0.07109406
2679,27+11=38,1260,0.07109406
2680,5*7-34=1,1260,0.07109406
2681,96-34=62,1260,0.07109406
2682,78-37=41,1260,0.07109406
2683,78-47=31,1260,0.07109406
2684,60-34=26,1260,0.07109406
2685,5*4-17=3,1260,0.07109406
2686,1+8*3=25,1260,0.07109406
2687,39-16=23,1259,0.07103763
2688,9*3-26=1,1259,0.07103763
2689,84-59=25,1259,0.07103763
2690,79-46=33,1259,0.07103763
2691,2+9*8=74,1259,0.07103763
2692,7+9-14=2,1259,0.07103763
2693,8*4+7=39,1259,0.07103763
2694,7+8-12=3,1259,0.07103763
2695,12+44=56,1259,0.07103763
2696,74-39=35,1259,0.07103763
2697,75-48=27,1259,0.07103763
2698,38+17=55,1259,0.07103763
2699,76+14=90,1259,0.07103763
2700,7*6+9=51,1259,0.07103763
2701,62+12=74,1259,0.07103763
2702,91-75=16,1259,0.07103763
2703,86-73=13,1259,0.07103763
2704,86-69=17,1259,0.07103763
2705,72-56=16,1258,0.07098121
2706,168/42=4,1258,0.07098121
2707,91-73=18,1258,0.07098121
2708,3*8-4=20,1258,0.07098121
2709,12+33=45,1258,0.07098121
2710,70-24=46,1258,0.07098121
2711,22+45=67,1258,0.07098121
2712,84-45=39,1258,0.07098121
2713,28+26=54,1258,0.07098121
2714,16+33=49,1258,0.07098121
2715,32+44=76,1258,0.07098121
2716,8*4-2=30,1258,0.07098121
2717,85-42=43,1258,0.07098121
2718,94-29=65,1258,0.07098121
2719,96-62=34,1258,0.07098121
2720,7*5-34=1,1258,0.07098121
2721,70-44=26,1258,0.07098121
2722,7*5+1=36,1258,0.07098121
2723,4*7+1=29,1258,0.07098121
2724,49+12=61,1258,0.07098121
2725,81-55=26,1258,0.07098121
2726,1+6*7=43,1258,0.07098121
2727,84-57=27,1258,0.07098121
2728,9*5+2=47,1258,0.07098121
2729,91-58=33,1258,0.07098121
2730,68-39=29,1258,0.07098121
2731,2*8+3=19,1257,0.07092479
2732,78-55=23,1257,0.07092479
2733,86-17=69,1257,0.07092479
2734,9*7-61=2,1257,0.07092479
2735,96-64=32,1257,0.07092479
2736,7*5+4=39,1257,0.07092479
2737,93-67=26,1257,0.07092479
2738,1+5*7=36,1257,0.07092479
2739,5*3+2=17,1257,0.07092479
2740,89-67=22,1257,0.07092479
2741,83-52=31,1257,0.07092479
2742,1+4*7=29,1257,0.07092479
2743,38+26=64,1257,0.07092479
2744,37-18=19,1257,0.07092479
2745,7*9/21=3,1257,0.07092479
2746,5*86=430,1257,0.07092479
2747,36+16=52,1256,0.07086836
2748,35+24=59,1256,0.07086836
2749,89-63=26,1256,0.07086836
2750,89-31=58,1256,0.07086836
2751,4+6*8=52,1256,0.07086836
2752,18+37=55,1256,0.07086836
2753,18+53=71,1256,0.07086836
2754,91-13=78,1256,0.07086836
2755,68+11=79,1256,0.07086836
2756,83-46=37,1256,0.07086836
2757,24+12=36,1256,0.07086836
2758,2+5*3=17,1256,0.07086836
2759,51+18=69,1256,0.07086836
2760,9*4-31=5,1256,0.07086836
2761,79-43=36,1256,0.07086836
2762,96-61=35,1256,0.07086836
2763,75+11=86,1256,0.07086836
2764,87-54=33,1256,0.07086836
2765,98-63=35,1256,0.07086836
2766,36+17=53,1256,0.07086836
2767,39-18=21,1256,0.07086836
2768,24+33=57,1256,0.07086836
2769,60-33=27,1256,0.07086836
2770,79-66=13,1255,0.07081194
2771,80-32=48,1255,0.07081194
2772,80-36=44,1255,0.07081194
2773,58+13=71,1255,0.07081194
2774,8+7-3=12,1255,0.07081194
2775,14-3*2=8,1255,0.07081194
2776,36*2/8=9,1255,0.07081194
2777,3*8-19=5,1255,0.07081194
2778,79-16=63,1255,0.07081194
2779,24+34=58,1255,0.07081194
2780,5*7+1=36,1255,0.07081194
2781,24-5*3=9,1255,0.07081194
2782,85-43=42,1255,0.07081194
2783,94-13=81,1255,0.07081194
2784,2*4+9=17,1255,0.07081194
2785,51+31=82,1255,0.07081194
2786,102-95=7,1255,0.07081194
2787,9*4-35=1,1255,0.07081194
2788,88-12=76,1254,0.07075552
2789,11+53=64,1254,0.07075552
2790,1+9*5=46,1254,0.07075552
2791,39+13=52,1254,0.07075552
2792,128/64=2,1254,0.07075552
2793,4+3*5=19,1254,0.07075552
2794,80-14=66,1254,0.07075552
2795,92-16=76,1254,0.07075552
2796,21+26=47,1254,0.07075552
2797,41+12=53,1254,0.07075552
2798,27-6*3=9,1254,0.07075552
2799,78-45=33,1254,0.07075552
2800,6+9-13=2,1254,0.07075552
